Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,FailureType,FailureTypeLabel,RUL
L49791,L,299.4,309.1,1957,22.1,55,0,0,0,0,0,0,NoFailure,1,45
L49792,L,299.4,309.1,2421,14.2,57,0,0,0,0,0,0,NoFailure,1,43
M17473,M,299.3,309.1,1571,38.3,59,0,0,0,0,0,0,NoFailure,1,41
L49794,L,299.3,309.1,1634,36.8,62,0,0,0,0,0,0,NoFailure,1,38
L49795,L,299.3,309.0,1516,38.7,64,0,0,0,0,0,0,NoFailure,1,36
L49796,L,299.4,309.1,1207,66.5,66,0,0,0,0,0,0,NoFailure,1,34
L49797,L,299.4,309.1,1670,35.9,68,0,0,0,0,0,0,NoFailure,1,32
M17478,M,299.4,309.1,1461,48.6,70,0,0,0,0,0,0,NoFailure,1,30
L49799,L,299.4,309.2,1569,40.8,73,0,0,0,0,0,0,NoFailure,1,27
L49800,L,299.4,309.2,1556,35.7,75,0,0,0,0,0,0,NoFailure,1,25
M17481,M,299.5,309.3,1506,41.5,77,0,0,0,0,0,0,NoFailure,1,23
M17482,M,299.6,309.4,1642,30.3,80,0,0,0,0,0,0,NoFailure,1,20
M17483,M,299.6,309.4,1283,62.1,83,0,0,0,0,0,0,NoFailure,1,17
H32038,H,299.7,309.5,1375,46.8,86,0,0,0,0,0,0,NoFailure,1,14
L49805,L,299.7,309.4,1399,39.9,91,0,0,0,0,0,0,NoFailure,1,9
L49806,L,299.7,309.4,1650,29.8,93,0,0,0,0,0,0,NoFailure,1,7
M17487,M,299.8,309.6,1346,53.2,95,0,0,0,0,0,0,NoFailure,1,5
H32042,H,299.9,309.6,1410,51.2,98,0,0,0,0,0,0,NoFailure,1,2
L49809,L,300.0,309.7,1586,37.8,103,0,0,0,0,0,0,NoFailure,1,0
L49810,L,300.0,309.8,1372,39.6,105,0,0,0,0,0,0,NoFailure,1,0
H32045,H,300.0,309.7,1529,42.4,107,0,0,0,0,0,0,NoFailure,1,0
M17492,M,300.0,309.7,1652,28.6,112,0,0,0,0,0,0,NoFailure,1,0
L49813,L,300.1,309.8,1532,39.8,115,0,0,0,0,0,0,NoFailure,1,0
L49814,L,300.0,309.7,1554,32.0,117,0,0,0,0,0,0,NoFailure,1,0
H32049,H,299.9,309.6,1462,51.0,119,0,0,0,0,0,0,NoFailure,1,0
L49816,L,299.9,309.6,1254,61.3,124,0,0,0,0,0,0,NoFailure,1,0
L49817,L,299.9,309.6,1294,49.7,126,0,0,0,0,0,0,NoFailure,1,0
L49818,L,299.8,309.5,1739,27.5,128,0,0,0,0,0,0,NoFailure,1,0
M17499,M,299.8,309.4,1412,47.8,130,0,0,0,0,0,0,NoFailure,1,0
M17500,M,299.9,309.5,1372,56.2,133,0,0,0,0,0,0,NoFailure,1,0
H32055,H,299.8,309.5,1420,46.7,136,0,0,0,0,0,0,NoFailure,1,0
L49822,L,299.8,309.5,1542,40.3,141,0,0,0,0,0,0,NoFailure,1,0
M17503,M,299.8,309.4,1401,48.1,143,0,0,0,0,0,0,NoFailure,1,0
L49824,L,299.8,309.4,1510,42.5,146,0,0,0,0,0,0,NoFailure,1,0
H32059,H,299.9,309.5,1547,38.5,148,0,0,0,0,0,0,NoFailure,1,0
M17506,M,299.8,309.5,1453,43.2,153,0,0,0,0,0,0,NoFailure,1,0
L49827,L,299.8,309.4,1408,45.6,156,0,0,0,0,0,0,NoFailure,1,0
L49828,L,299.8,309.4,1436,51.6,158,0,0,0,0,0,0,NoFailure,1,0
M17509,M,299.9,309.5,1582,38.2,160,0,0,0,0,0,0,NoFailure,1,0
L49830,L,299.9,309.6,1280,59.3,163,0,0,0,0,0,0,NoFailure,1,0
L49831,L,299.9,309.5,2008,20.4,165,0,0,0,0,0,0,NoFailure,1,0
L49832,L,299.9,309.5,1772,23.5,167,0,0,0,0,0,0,NoFailure,1,0
L49833,L,299.9,309.5,1779,26.1,169,0,0,0,0,0,0,NoFailure,1,0
L49834,L,299.9,309.5,1567,35.5,171,0,0,0,0,0,0,NoFailure,1,0
M17515,M,299.8,309.4,1751,27.0,173,0,0,0,0,0,0,NoFailure,1,0
L49836,L,299.9,309.5,1349,51.3,176,0,0,0,0,0,0,NoFailure,1,0
M17517,M,300.0,309.5,1425,40.8,178,0,0,0,0,0,0,NoFailure,1,0
L49838,L,300.0,309.4,1395,44.5,181,0,0,0,0,0,0,NoFailure,1,0
H32073,H,299.8,309.3,1595,32.1,183,0,0,0,0,0,0,NoFailure,1,0
L49840,L,299.8,309.3,1291,56.4,188,0,0,0,0,0,0,NoFailure,1,0
M17521,M,299.9,309.4,1509,42.8,190,0,0,0,0,0,0,NoFailure,1,0
M17522,M,299.9,309.4,1483,38.1,193,0,0,0,0,0,0,NoFailure,1,0
L49843,L,299.9,309.3,1620,31.1,196,0,0,0,0,0,0,NoFailure,1,0
M17524,M,299.9,309.4,1487,42.2,198,0,0,0,0,0,0,NoFailure,1,0
L49845,L,299.8,309.4,2256,15.9,201,0,0,0,0,0,0,NoFailure,1,0
H32080,H,299.7,309.2,1691,27.7,203,0,0,0,0,0,0,NoFailure,1,0
M17527,M,299.8,309.3,1663,35.2,208,0,0,0,0,0,0,NoFailure,1,0
M17528,M,299.8,309.3,1640,31.1,211,0,0,0,0,0,0,NoFailure,1,0
H32083,H,299.7,309.3,1494,37.8,214,0,0,0,0,0,0,NoFailure,1,0
L49850,L,299.8,309.4,1467,46.2,219,0,0,0,0,0,0,NoFailure,1,0
M17531,M,299.7,309.3,1399,41.9,221,1,1,0,0,0,0,TWF,5,0
L49852,L,299.7,309.3,1445,42.6,0,0,0,0,0,0,0,NoFailure,1,100
L49853,L,299.8,309.4,1480,40.9,2,0,0,0,0,0,0,NoFailure,1,98
L49854,L,299.7,309.3,1546,37.2,4,0,0,0,0,0,0,NoFailure,1,96
L49855,L,299.7,309.3,1574,35.8,6,0,0,0,0,0,0,NoFailure,1,94
L49856,L,299.7,309.3,1592,34.2,8,0,0,0,0,0,0,NoFailure,1,92
L49857,L,299.8,309.5,1495,39.6,10,0,0,0,0,0,0,NoFailure,1,90
L49858,L,299.8,309.6,1447,43.1,12,0,0,0,0,0,0,NoFailure,1,88
L49859,L,299.8,309.5,1476,44.4,14,0,0,0,0,0,0,NoFailure,1,86
L49860,L,299.8,309.5,1641,27.1,16,0,0,0,0,0,0,NoFailure,1,84
L49861,L,299.8,309.5,1545,32.2,18,0,0,0,0,0,0,NoFailure,1,82
M17542,M,299.9,309.6,1364,44.4,20,0,0,0,0,0,0,NoFailure,1,80
L49863,L,299.8,309.5,1590,28.5,23,0,0,0,0,0,0,NoFailure,1,77
L49864,L,299.8,309.4,1460,37.4,25,0,0,0,0,0,0,NoFailure,1,75
L49865,L,299.8,309.4,1609,32.5,27,0,0,0,0,0,0,NoFailure,1,73
L49866,L,299.8,309.4,1633,27.5,29,0,0,0,0,0,0,NoFailure,1,71
L49867,L,299.9,309.4,1348,52.8,31,0,0,0,0,0,0,NoFailure,1,69
L49868,L,299.9,309.4,1322,53.9,33,0,0,0,0,0,0,NoFailure,1,67
L49869,L,300.0,309.5,1641,30.1,35,0,0,0,0,0,0,NoFailure,1,65
L49870,L,300.0,309.5,1728,26.0,37,0,0,0,0,0,0,NoFailure,1,63
L49871,L,300.0,309.6,1431,47.7,39,0,0,0,0,0,0,NoFailure,1,61
L49872,L,300.1,309.7,1641,30.4,41,0,0,0,0,0,0,NoFailure,1,59
M17553,M,300.1,309.6,1622,36.1,43,0,0,0,0,0,0,NoFailure,1,57
M17554,M,300.1,309.6,1625,38.0,46,0,0,0,0,0,0,NoFailure,1,54
L49875,L,300.0,309.5,1869,22.7,49,0,0,0,0,0,0,NoFailure,1,51
L49876,L,300.0,309.6,1452,46.0,51,0,0,0,0,0,0,NoFailure,1,49
L49877,L,300.0,309.6,1618,28.7,53,0,0,0,0,0,0,NoFailure,1,47
L49878,L,300.0,309.4,2010,20.0,55,0,0,0,0,0,0,NoFailure,1,45
L49879,L,299.9,309.4,1363,60.9,57,0,0,0,0,0,0,NoFailure,1,43
L49880,L,299.9,309.3,1473,40.4,59,0,0,0,0,0,0,NoFailure,1,41
L49881,L,299.9,309.2,1333,50.8,61,0,0,0,0,0,0,NoFailure,1,39
L49882,L,299.8,309.2,1760,25.9,63,0,0,0,0,0,0,NoFailure,1,37
M17563,M,299.8,309.2,1372,58.2,65,0,0,0,0,0,0,NoFailure,1,35
M17564,M,299.7,309.2,1608,34.4,68,0,0,0,0,0,0,NoFailure,1,32
L49885,L,299.7,309.2,1326,64.8,71,0,0,0,0,0,0,NoFailure,1,29
M17566,M,299.6,309.1,1560,37.1,73,0,0,0,0,0,0,NoFailure,1,27
M17567,M,299.6,309.0,1539,36.1,76,0,0,0,0,0,0,NoFailure,1,24
L49888,L,299.6,309.1,2266,15.3,79,0,0,0,0,0,0,NoFailure,1,21
L49889,L,299.6,309.1,1641,35.8,81,0,0,0,0,0,0,NoFailure,1,19
L49890,L,299.6,309.1,1574,39.2,83,0,0,0,0,0,0,NoFailure,1,17
L49891,L,299.6,309.1,1407,50.6,85,0,0,0,0,0,0,NoFailure,1,15
H32126,H,299.7,309.2,1302,55.5,87,0,0,0,0,0,0,NoFailure,1,13
M17573,M,299.6,309.2,1651,30.8,92,0,0,0,0,0,0,NoFailure,1,8
M17574,M,299.6,309.1,1366,55.2,95,0,0,0,0,0,0,NoFailure,1,5
M17575,M,299.5,309.0,1701,28.6,98,0,0,0,0,0,0,NoFailure,1,2
L49896,L,299.5,309.0,1498,44.6,101,0,0,0,0,0,0,NoFailure,1,0
M17577,M,299.5,309.1,1422,45.3,103,0,0,0,0,0,0,NoFailure,1,0
L49898,L,299.5,309.1,1357,47.3,106,0,0,0,0,0,0,NoFailure,1,0
L49899,L,299.5,309.2,1690,29.2,108,0,0,0,0,0,0,NoFailure,1,0
L49900,L,299.6,309.2,1559,39.1,110,0,0,0,0,0,0,NoFailure,1,0
M17581,M,299.6,309.3,1553,32.4,112,0,0,0,0,0,0,NoFailure,1,0
L49902,L,299.6,309.3,1558,34.8,115,0,0,0,0,0,0,NoFailure,1,0
L49903,L,299.7,309.4,1362,51.9,117,0,0,0,0,0,0,NoFailure,1,0
M17584,M,299.8,309.3,1470,42.7,119,0,0,0,0,0,0,NoFailure,1,0
L49905,L,299.8,309.4,1555,34.8,122,0,0,0,0,0,0,NoFailure,1,0
M17586,M,299.8,309.4,1423,42.9,124,0,0,0,0,0,0,NoFailure,1,0
L49907,L,299.7,309.3,1434,38.5,127,0,0,0,0,0,0,NoFailure,1,0
L49908,L,299.7,309.3,1779,25.5,129,0,0,0,0,0,0,NoFailure,1,0
L49909,L,299.7,309.3,1417,54.6,131,0,0,0,0,0,0,NoFailure,1,0
L49910,L,299.6,309.2,1425,45.9,133,0,0,0,0,0,0,NoFailure,1,0
M17591,M,299.7,309.2,1597,32.9,135,0,0,0,0,0,0,NoFailure,1,0
L49912,L,299.7,309.2,1346,57.4,138,0,0,0,0,0,0,NoFailure,1,0
L49913,L,299.7,309.2,1422,40.4,140,0,0,0,0,0,0,NoFailure,1,0
H32148,H,299.7,309.2,1572,32.8,142,0,0,0,0,0,0,NoFailure,1,0
L49915,L,299.7,309.2,1412,45.4,147,0,0,0,0,0,0,NoFailure,1,0
M17596,M,299.7,309.1,1576,36.4,149,0,0,0,0,0,0,NoFailure,1,0
M17597,M,299.7,309.1,1508,41.2,152,0,0,0,0,0,0,NoFailure,1,0
M17598,M,299.8,309.1,1496,44.4,155,0,0,0,0,0,0,NoFailure,1,0
L49919,L,299.8,309.2,1572,35.4,158,0,0,0,0,0,0,NoFailure,1,0
L49920,L,299.6,309.0,1525,42.8,160,0,0,0,0,0,0,NoFailure,1,0
L49921,L,299.6,309.0,1378,51.9,162,0,0,0,0,0,0,NoFailure,1,0
L49922,L,299.6,309.1,1369,51.4,164,0,0,0,0,0,0,NoFailure,1,0
L49923,L,299.6,309.1,1476,45.3,166,0,0,0,0,0,0,NoFailure,1,0
L49924,L,299.7,309.2,1620,30.0,168,0,0,0,0,0,0,NoFailure,1,0
M17605,M,299.7,309.1,1603,38.5,170,0,0,0,0,0,0,NoFailure,1,0
L49926,L,299.7,309.2,1411,46.1,173,0,0,0,0,0,0,NoFailure,1,0
L49927,L,299.7,309.2,1616,31.6,175,0,0,0,0,0,0,NoFailure,1,0
L49928,L,299.7,309.2,1631,35.1,177,0,0,0,0,0,0,NoFailure,1,0
M17609,M,299.7,309.2,1685,28.9,179,1,0,0,0,0,0,NoFailure,1,0
H32164,H,299.7,309.2,1456,40.6,182,0,0,0,0,0,0,NoFailure,1,0
L49931,L,299.7,309.1,1417,50.1,187,0,0,0,0,0,0,NoFailure,1,0
M17612,M,299.7,309.1,1851,24.7,189,0,0,0,0,0,0,NoFailure,1,0
L49933,L,299.7,309.1,1715,27.8,192,0,0,0,0,0,0,NoFailure,1,0
H32168,H,299.6,309.1,1630,32.3,194,0,0,0,0,0,0,NoFailure,1,0
L49935,L,299.7,309.2,1478,38.8,199,0,0,0,0,0,0,NoFailure,1,0
L49936,L,299.7,309.2,1781,29.6,201,0,0,0,0,0,0,NoFailure,1,0
L49937,L,299.8,309.2,1439,36.1,203,0,0,0,0,0,0,NoFailure,1,0
M17618,M,299.7,309.2,1412,45.3,205,0,0,0,0,0,0,NoFailure,1,0
L49939,L,299.7,309.1,1483,41.1,208,0,0,0,0,0,0,NoFailure,1,0
L49940,L,299.8,309.2,1400,42.6,210,0,0,0,0,0,0,NoFailure,1,0
L49941,L,299.8,309.3,1299,65.1,212,1,0,0,0,1,0,OSF,2,0
L49942,L,299.8,309.2,1479,44.4,214,0,0,0,0,0,0,NoFailure,1,0
L49943,L,299.8,309.2,1491,47.5,216,0,0,0,0,0,0,NoFailure,1,0
M17624,M,299.9,309.3,1389,52.8,0,0,0,0,0,0,0,NoFailure,1,100
M17625,M,299.9,309.4,1399,54.8,3,0,0,0,0,0,0,NoFailure,1,97
M17626,M,299.9,309.4,1889,26.0,6,0,0,0,0,0,0,NoFailure,1,94
L49947,L,300.0,309.5,1925,21.9,9,0,0,0,0,0,0,NoFailure,1,91
L49948,L,300.0,309.5,1675,30.2,11,0,0,0,0,0,0,NoFailure,1,89
M17629,M,300.0,309.6,1477,38.1,13,0,0,0,0,0,0,NoFailure,1,87
L49950,L,300.0,309.6,1364,45.9,16,0,0,0,0,0,0,NoFailure,1,84
L49951,L,299.9,309.5,1451,39.4,18,0,0,0,0,0,0,NoFailure,1,82
L49952,L,299.9,309.4,1467,41.2,20,0,0,0,0,0,0,NoFailure,1,80
L49953,L,299.9,309.4,1858,22.5,22,0,0,0,0,0,0,NoFailure,1,78
L49954,L,300.1,309.4,1559,39.7,24,0,0,0,0,0,0,NoFailure,1,76
L49955,L,300.1,309.4,1560,47.7,26,0,0,0,0,0,0,NoFailure,1,74
L49956,L,300.1,309.4,1453,47.6,28,0,0,0,0,0,0,NoFailure,1,72
L49957,L,300.1,309.4,1464,41.7,30,0,0,0,0,0,0,NoFailure,1,70
L49958,L,300.0,309.4,1308,50.2,32,0,0,0,0,0,0,NoFailure,1,68
L49959,L,300.1,309.5,1353,50.9,34,0,0,0,0,0,0,NoFailure,1,66
M17640,M,300.2,309.6,1556,35.8,36,0,0,0,0,0,0,NoFailure,1,64
L49961,L,300.2,309.5,2183,17.8,39,0,0,0,0,0,0,NoFailure,1,61
M17642,M,300.2,309.6,1491,41.8,41,0,0,0,0,0,0,NoFailure,1,59
M17643,M,300.2,309.6,1528,35.1,44,0,0,0,0,0,0,NoFailure,1,56
L49964,L,300.2,309.6,1430,52.7,47,0,0,0,0,0,0,NoFailure,1,53
L49965,L,300.2,309.5,1495,32.6,49,0,0,0,0,0,0,NoFailure,1,51
M17646,M,300.2,309.5,1630,28.3,51,0,0,0,0,0,0,NoFailure,1,49
M17647,M,300.3,309.6,1524,38.4,54,0,0,0,0,0,0,NoFailure,1,46
L49968,L,300.3,309.6,1326,52.4,57,0,0,0,0,0,0,NoFailure,1,43
H32203,H,300.3,309.5,1438,44.0,59,0,0,0,0,0,0,NoFailure,1,41
L49970,L,300.4,309.6,1356,45.9,64,0,0,0,0,0,0,NoFailure,1,36
H32205,H,300.4,309.6,1416,43.3,66,0,0,0,0,0,0,NoFailure,1,34
L49972,L,300.4,309.7,1584,32.6,71,0,0,0,0,0,0,NoFailure,1,29
L49973,L,300.3,309.6,1597,31.8,73,0,0,0,0,0,0,NoFailure,1,27
L49974,L,300.4,309.6,1553,43.9,75,0,0,0,0,0,0,NoFailure,1,25
M17655,M,300.3,309.5,1405,49.4,77,0,0,0,0,0,0,NoFailure,1,23
L49976,L,300.2,309.5,1539,35.3,80,0,0,0,0,0,0,NoFailure,1,20
M17657,M,300.3,309.6,1398,53.7,82,0,0,0,0,0,0,NoFailure,1,18
L49978,L,300.3,309.6,1568,39.6,85,0,0,0,0,0,0,NoFailure,1,15
L49979,L,300.3,309.6,1404,44.6,87,0,0,0,0,0,0,NoFailure,1,13
M17660,M,300.2,309.5,1500,45.7,89,0,0,0,0,0,0,NoFailure,1,11
M17661,M,300.2,309.5,1642,28.8,92,0,0,0,0,0,0,NoFailure,1,8
M17662,M,300.3,309.6,1509,46.6,95,0,0,0,0,0,0,NoFailure,1,5
L49983,L,300.2,309.5,1343,50.2,98,0,0,0,0,0,0,NoFailure,1,2
L49984,L,300.1,309.5,1450,40.1,100,0,0,0,0,0,0,NoFailure,1,0
L49985,L,300.0,309.4,1460,43.5,102,0,0,0,0,0,0,NoFailure,1,0
L49986,L,300.0,309.3,1364,41.2,104,0,0,0,0,0,0,NoFailure,1,0
M17667,M,299.9,309.3,1452,41.9,106,0,0,0,0,0,0,NoFailure,1,0
L49988,L,299.9,309.3,1471,41.8,109,0,0,0,0,0,0,NoFailure,1,0
L49989,L,299.9,309.2,1598,34.6,111,0,0,0,0,0,0,NoFailure,1,0
L49990,L,299.8,309.1,1772,24.8,113,0,0,0,0,0,0,NoFailure,1,0
L49991,L,299.9,309.2,1761,25.6,115,0,0,0,0,0,0,NoFailure,1,0
M17672,M,300.0,309.3,1413,40.7,117,0,0,0,0,0,0,NoFailure,1,0
L49993,L,300.0,309.3,1887,22.6,120,0,0,0,0,0,0,NoFailure,1,0
L49994,L,300.0,309.3,1395,56.5,122,0,0,0,0,0,0,NoFailure,1,0
M17675,M,300.1,309.4,1569,31.6,124,0,0,0,0,0,0,NoFailure,1,0
L49996,L,300.1,309.4,1434,47.3,127,0,0,0,0,0,0,NoFailure,1,0
L49997,L,300.2,309.5,1417,41.1,129,0,0,0,0,0,0,NoFailure,1,0
L49998,L,300.2,309.5,1729,28.4,131,0,0,0,0,0,0,NoFailure,1,0
L49999,L,300.2,309.5,1356,51.1,133,0,0,0,0,0,0,NoFailure,1,0
L50000,L,300.2,309.5,1436,48.8,135,0,0,0,0,0,0,NoFailure,1,0
M17681,M,300.3,309.6,1419,42.5,137,0,0,0,0,0,0,NoFailure,1,0
L50002,L,300.3,309.6,1593,38.1,140,0,0,0,0,0,0,NoFailure,1,0
M17683,M,300.3,309.5,1320,62.2,142,0,0,0,0,0,0,NoFailure,1,0
M17684,M,300.3,309.5,1448,42.4,145,0,0,0,0,0,0,NoFailure,1,0
L50005,L,300.3,309.4,1470,33.5,148,0,0,0,0,0,0,NoFailure,1,0
M17686,M,300.3,309.4,1612,33.1,150,0,0,0,0,0,0,NoFailure,1,0
L50007,L,300.4,309.4,1412,51.6,153,0,0,0,0,0,0,NoFailure,1,0
M17688,M,300.4,309.4,1875,23.9,155,0,0,0,0,0,0,NoFailure,1,0
L50009,L,300.3,309.3,1612,36.0,158,0,0,0,0,0,0,NoFailure,1,0
M17690,M,300.4,309.3,1411,41.6,160,0,0,0,0,0,0,NoFailure,1,0
M17691,M,300.3,309.2,1490,47.9,163,0,0,0,0,0,0,NoFailure,1,0
M17692,M,300.4,309.3,1467,40.3,166,0,0,0,0,0,0,NoFailure,1,0
L50013,L,300.3,309.2,1807,26.4,169,0,0,0,0,0,0,NoFailure,1,0
L50014,L,300.3,309.1,1368,46.0,171,0,0,0,0,0,0,NoFailure,1,0
L50015,L,300.3,309.2,1572,32.0,173,0,0,0,0,0,0,NoFailure,1,0
M17696,M,300.3,309.1,1458,44.3,175,0,0,0,0,0,0,NoFailure,1,0
L50017,L,300.3,309.1,1699,30.3,178,0,0,0,0,0,0,NoFailure,1,0
L50018,L,300.3,309.3,1478,39.5,180,0,0,0,0,0,0,NoFailure,1,0
M17699,M,300.4,309.4,1362,42.1,182,0,0,0,0,0,0,NoFailure,1,0
H32254,H,300.4,309.4,1487,38.9,185,0,0,0,0,0,0,NoFailure,1,0
L50021,L,300.3,309.4,1705,29.4,190,0,0,0,0,0,0,NoFailure,1,0
L50022,L,300.3,309.3,1345,53.5,192,0,0,0,0,0,0,NoFailure,1,0
L50023,L,300.3,309.2,1532,40.2,194,0,0,0,0,0,0,NoFailure,1,0
L50024,L,300.3,309.2,1650,35.2,196,0,0,0,0,0,0,NoFailure,1,0
L50025,L,300.3,309.2,1398,54.4,198,0,0,0,0,0,0,NoFailure,1,0
L50026,L,300.3,309.2,1412,44.8,200,0,0,0,0,0,0,NoFailure,1,0
L50027,L,300.4,309.3,1525,39.6,202,0,0,0,0,0,0,NoFailure,1,0
M17708,M,300.3,309.3,1391,57.9,204,0,0,0,0,0,0,NoFailure,1,0
L50029,L,300.4,309.3,1766,28.2,207,0,0,0,0,0,0,NoFailure,1,0
L50030,L,300.4,309.3,1671,35.0,209,0,0,0,0,0,0,NoFailure,1,0
L50031,L,300.5,309.3,1373,48.8,211,0,0,0,0,0,0,NoFailure,1,0
M17712,M,300.5,309.4,1347,50.1,213,0,0,0,0,0,0,NoFailure,1,0
M17713,M,300.5,309.3,1539,39.1,216,0,0,0,0,0,0,NoFailure,1,0
L50034,L,300.5,309.3,1470,40.8,219,0,0,0,0,0,0,NoFailure,1,0
L50035,L,300.5,309.3,1528,37.0,221,0,0,0,0,0,0,NoFailure,1,0
H32270,H,300.5,309.3,1471,45.2,223,0,0,0,0,0,0,NoFailure,1,0
M17717,M,300.4,309.2,1528,37.2,228,0,0,0,0,0,0,NoFailure,1,0
L50038,L,300.5,309.3,1417,51.5,231,1,0,0,0,1,0,OSF,2,0
L50039,L,300.6,309.4,1549,43.4,233,0,0,0,0,0,0,NoFailure,1,0
H32274,H,300.6,309.4,1463,49.2,235,0,0,0,0,0,0,NoFailure,1,0
L50041,L,300.7,309.5,1479,43.6,240,0,0,0,0,0,0,NoFailure,1,0
L50042,L,300.6,309.5,1867,23.0,242,0,0,0,0,0,0,NoFailure,1,0
L50043,L,300.6,309.4,1471,44.1,244,0,0,0,0,0,0,NoFailure,1,0
H32278,H,300.6,309.4,1380,47.6,246,1,1,0,0,0,0,TWF,5,0
H32279,H,300.7,309.7,1623,32.7,0,0,0,0,0,0,0,NoFailure,1,100
L50046,L,300.8,309.7,1997,20.7,5,0,0,0,0,0,0,NoFailure,1,95
H32281,H,300.7,309.6,1390,48.5,7,0,0,0,0,0,0,NoFailure,1,93
L50048,L,300.8,309.7,1418,46.6,12,0,0,0,0,0,0,NoFailure,1,88
L50049,L,300.8,309.7,1519,35.8,14,0,0,0,0,0,0,NoFailure,1,86
M17730,M,300.8,309.7,1519,39.7,16,0,0,0,0,0,0,NoFailure,1,84
M17731,M,300.7,309.6,1536,37.2,19,0,0,0,0,0,0,NoFailure,1,81
L50052,L,300.8,309.6,1680,28.7,22,0,0,0,0,0,0,NoFailure,1,78
H32287,H,300.6,309.4,1555,37.9,24,0,0,0,0,0,0,NoFailure,1,76
L50054,L,300.6,309.5,1471,49.6,29,0,0,0,0,0,0,NoFailure,1,71
M17735,M,300.5,309.4,1877,23.8,31,0,0,0,0,0,0,NoFailure,1,69
M17736,M,300.5,309.3,1578,30.5,34,0,0,0,0,0,0,NoFailure,1,66
M17737,M,300.5,309.4,1655,32.1,37,0,0,0,0,0,0,NoFailure,1,63
H32292,H,300.5,309.4,1502,34.3,40,0,0,0,0,0,0,NoFailure,1,60
M17739,M,300.6,309.4,1367,63.2,45,1,0,0,1,0,0,PWF,3,55
L50060,L,300.7,309.5,1541,37.2,48,0,0,0,0,0,0,NoFailure,1,52
M17741,M,300.6,309.6,1588,37.0,50,0,0,0,0,0,0,NoFailure,1,50
L50062,L,300.6,309.6,1684,32.8,53,0,0,0,0,0,0,NoFailure,1,47
L50063,L,300.6,309.5,1437,40.0,55,0,0,0,0,0,0,NoFailure,1,45
L50064,L,300.6,309.6,1409,42.4,57,0,0,0,0,0,0,NoFailure,1,43
M17745,M,300.5,309.5,1320,49.9,59,0,0,0,0,0,0,NoFailure,1,41
H32300,H,300.5,309.5,1635,34.2,62,0,0,0,0,0,0,NoFailure,1,38
M17747,M,300.5,309.5,1691,27.6,67,0,0,0,0,0,0,NoFailure,1,33
M17748,M,300.6,309.6,1365,50.0,70,0,0,0,0,0,0,NoFailure,1,30
M17749,M,300.7,309.7,1523,38.2,73,0,0,0,0,0,0,NoFailure,1,27
L50070,L,300.6,309.7,1593,32.4,76,0,0,0,0,0,0,NoFailure,1,24
L50071,L,300.6,309.6,1682,30.7,78,0,0,0,0,0,0,NoFailure,1,22
L50072,L,300.7,309.6,1329,54.3,80,0,0,0,0,0,0,NoFailure,1,20
M17753,M,300.7,309.6,1568,35.2,82,0,0,0,0,0,0,NoFailure,1,18
L50074,L,300.7,309.6,1733,24.8,85,0,0,0,0,0,0,NoFailure,1,15
M17755,M,300.7,309.6,1473,48.1,87,0,0,0,0,0,0,NoFailure,1,13
M17756,M,300.7,309.5,1633,31.3,90,0,0,0,0,0,0,NoFailure,1,10
M17757,M,300.6,309.5,1530,40.2,93,0,0,0,0,0,0,NoFailure,1,7
M17758,M,300.6,309.5,1550,40.2,96,0,0,0,0,0,0,NoFailure,1,4
L50079,L,300.6,309.4,1410,40.6,99,0,0,0,0,0,0,NoFailure,1,1
L50080,L,300.5,309.3,1574,33.5,101,0,0,0,0,0,0,NoFailure,1,0
L50081,L,300.6,309.4,1425,40.3,103,0,0,0,0,0,0,NoFailure,1,0
M17762,M,300.6,309.4,1541,35.2,105,0,0,0,0,0,0,NoFailure,1,0
M17763,M,300.7,309.5,1733,26.7,108,0,0,0,0,0,0,NoFailure,1,0
L50084,L,300.6,309.4,2496,13.5,111,0,0,0,0,0,0,NoFailure,1,0
L50085,L,300.6,309.4,1552,36.4,113,0,0,0,0,0,0,NoFailure,1,0
L50086,L,300.6,309.3,1409,38.7,115,0,0,0,0,0,0,NoFailure,1,0
M17767,M,300.6,309.4,1581,35.7,117,0,0,0,0,0,0,NoFailure,1,0
L50088,L,300.7,309.5,1251,59.9,120,0,0,0,0,0,0,NoFailure,1,0
L50089,L,300.7,309.6,1500,44.1,122,0,0,0,0,0,0,NoFailure,1,0
L50090,L,300.6,309.5,1576,38.8,124,0,0,0,0,0,0,NoFailure,1,0
M17771,M,300.7,309.5,1352,44.0,126,0,0,0,0,0,0,NoFailure,1,0
L50092,L,300.7,309.6,1661,30.3,129,0,0,0,0,0,0,NoFailure,1,0
L50093,L,300.7,309.6,1541,34.6,131,0,0,0,0,0,0,NoFailure,1,0
H32328,H,300.6,309.6,1888,20.5,133,0,0,0,0,0,0,NoFailure,1,0
L50095,L,300.5,309.5,1255,62.1,138,0,0,0,0,0,0,NoFailure,1,0
L50096,L,300.6,309.6,1411,41.6,140,0,0,0,0,0,0,NoFailure,1,0
L50097,L,300.6,309.5,1516,39.0,142,0,0,0,0,0,0,NoFailure,1,0
M17778,M,300.6,309.5,1492,34.0,144,0,0,0,0,0,0,NoFailure,1,0
L50099,L,300.6,309.6,1726,30.0,147,0,0,0,0,0,0,NoFailure,1,0
